,market,candle_date_time_utc,candle_date_time_kst,opening_price,high_price,low_price,trade_price,timestamp,candle_acc_trade_price,candle_acc_trade_volume,prev_closing_price,change_price,change_rate
48,KRW-ETH,2023-01-22,2023-01-22T09:00:00,2025000.0,2065000.0,2011000.0,2036000.0,1674431999885,41817658100.83074,20565.76734139,2025000.0,11000.0,0.0054320988
49,KRW-ETH,2023-01-23,2023-01-23T09:00:00,2033000.0,2055000.0,1995000.0,2032000.0,1674518398945,46776456706.50542,22976.03736418,2036000.0,-4000.0,-0.0019646365
50,KRW-ETH,2023-01-24,2023-01-24T09:00:00,2032000.0,2053000.0,1926000.0,1951500.0,1674604798802,60552400812.77796,30171.07216408,2032000.0,-80500.0,-0.0396161417
51,KRW-ETH,2023-01-25,2023-01-25T09:00:00,1950500.0,2036000.0,1904000.0,2008000.0,1674691199939,75787539936.20059,38782.30756307,1951500.0,56500.0,0.0289520881
52,KRW-ETH,2023-01-26,2023-01-26T09:00:00,2008000.0,2034000.0,1990000.0,2014000.0,1674777599631,48000120329.83877,23814.51888877,2008000.0,6000.0,0.0029880478
53,KRW-ETH,2023-01-27,2023-01-27T09:00:00,2014000.0,2025000.0,1960500.0,2005000.0,1674863997656,48959412787.03065,24645.68520936,2014000.0,-9000.0,-0.004468719
54,KRW-ETH,2023-01-28,2023-01-28T09:00:00,2006000.0,2016000.0,1970000.0,1987000.0,1674950397643,31602710646.951256,15830.04379059,2005000.0,-18000.0,-0.0089775561
55,KRW-ETH,2023-01-29,2023-01-29T09:00:00,1987000.0,2073000.0,1980500.0,2055000.0,1675036799041,56984495968.64615,28137.01155837,1987000.0,68000.0,0.0342224459
56,KRW-ETH,2023-01-30,2023-01-30T09:00:00,2054000.0,2060000.0,1938000.0,1969500.0,1675123195464,69112677403.17416,34622.60834159,2055000.0,-85500.0,-0.0416058394
57,KRW-ETH,2023-01-31,2023-01-31T09:00:00,1969500.0,2011000.0,1952000.0,1992500.0,1675209598015,43002844038.7737,21724.12665767,1969500.0,23000.0,0.0116780909
58,KRW-ETH,2023-02-01,2023-02-01T09:00:00,1992500.0,2060000.0,1957500.0,2048000.0,1675295999395,64638302315.18338,32184.49044106,1992500.0,55500.0,0.0278544542
59,KRW-ETH,2023-02-02,2023-02-02T09:00:00,2046000.0,2138000.0,2046000.0,2072000.0,1675382399296,82009776024.92003,39206.03462398,2048000.0,24000.0,0.01171875
60,KRW-ETH,2023-02-03,2023-02-03T09:00:00,2068000.0,2101000.0,2047000.0,2091000.0,1675468795413,58300148769.64866,28141.30390457,2072000.0,19000.0,0.0091698842
61,KRW-ETH,2023-02-04,2023-02-04T09:00:00,2089000.0,2130000.0,2080000.0,2098000.0,1675555196606,36635868531.37358,17423.07542741,2091000.0,7000.0,0.0033476805
62,KRW-ETH,2023-02-05,2023-02-05T09:00:00,2098000.0,2110000.0,2040000.0,2058000.0,1675641596949,47263650577.21196,22748.59299063,2098000.0,-40000.0,-0.0190657769
63,KRW-ETH,2023-02-06,2023-02-06T09:00:00,2058000.0,2106000.0,2035000.0,2070000.0,1675727998824,49605827487.33629,23958.11129238,2058000.0,12000.0,0.0058309038
64,KRW-ETH,2023-02-07,2023-02-07T09:00:00,2070000.0,2121000.0,2067000.0,2116000.0,1675814399858,56000556753.14311,26775.07269888,2070000.0,46000.0,0.0222222222
65,KRW-ETH,2023-02-08,2023-02-08T09:00:00,2116000.0,2141000.0,2083000.0,2105000.0,1675900791290,51495885230.20758,24319.28089463,2116000.0,-11000.0,-0.0051984877
66,KRW-ETH,2023-02-09,2023-02-09T09:00:00,2105000.0,2113000.0,1987000.0,1997500.0,1675987198182,78344847803.19926,38116.9182666,2105000.0,-107500.0,-0.0510688836
67,KRW-ETH,2023-02-10,2023-02-10T09:00:00,1997500.0,2007000.0,1942500.0,1968500.0,1676073599776,61127213671.06335,30826.68228942,1997500.0,-29000.0,-0.0145181477
68,KRW-ETH,2023-02-11,2023-02-11T09:00:00,1969000.0,1998500.0,1962000.0,1996500.0,1676159998281,22305340742.64103,11283.77242243,1968500.0,28000.0,0.0142240284
69,KRW-ETH,2023-02-12,2023-02-12T09:00:00,1996500.0,1999000.0,1947000.0,1965500.0,1676246397601,24266147372.396595,12255.51122468,1996500.0,-31000.0,-0.0155271726
70,KRW-ETH,2023-02-13,2023-02-13T09:00:00,1965500.0,1977000.0,1908000.0,1957500.0,1676332799333,46633800930.54544,24013.81481564,1965500.0,-8000.0,-0.0040702111
71,KRW-ETH,2023-02-14,2023-02-14T09:00:00,1958500.0,2022000.0,1926500.0,2016000.0,1676419199386,60635709161.76563,30715.37434156,1957500.0,58500.0,0.0298850575
72,KRW-ETH,2023-02-15,2023-02-15T09:00:00,2015000.0,2161000.0,2002000.0,2148000.0,1676505599752,83286531918.26604,40171.95514925,2016000.0,132000.0,0.0654761905
73,KRW-ETH,2023-02-16,2023-02-16T09:00:00,2148000.0,2238000.0,2109000.0,2119000.0,1676591997962,100552490964.02802,46336.61980939,2148000.0,-29000.0,-0.0135009311
74,KRW-ETH,2023-02-17,2023-02-17T09:00:00,2119000.0,2211000.0,2110000.0,2182000.0,1676678397851,61908380961.2939,28593.91282163,2119000.0,63000.0,0.0297310052
75,KRW-ETH,2023-02-18,2023-02-18T09:00:00,2182000.0,2203000.0,2171000.0,2183000.0,1676764799636,27908690176.67296,12752.74176602,2182000.0,1000.0,0.0004582951
76,KRW-ETH,2023-02-19,2023-02-19T09:00:00,2183000.0,2215000.0,2165000.0,2176000.0,1676851199709,38098068319.39229,17396.48168394,2183000.0,-7000.0,-0.0032065964
77,KRW-ETH,2023-02-20,2023-02-20T09:00:00,2173000.0,2211000.0,2144000.0,2187000.0,1676937599908,51633125983.1783,23634.93365643,2176000.0,11000.0,0.0050551471
78,KRW-ETH,2023-02-21,2023-02-21T09:00:00,2185000.0,2213000.0,2134000.0,2153000.0,1677023998537,56213801407.57452,25780.5372663,2187000.0,-34000.0,-0.0155464106
79,KRW-ETH,2023-02-22,2023-02-22T09:00:00,2153000.0,2166000.0,2095000.0,2151000.0,1677110398028,46441459151.89287,21781.47976324,2153000.0,-2000.0,-0.0009289364
80,KRW-ETH,2023-02-23,2023-02-23T09:00:00,2151000.0,2182000.0,2132000.0,2164000.0,1677196799091,42033296911.01125,19451.10183339,2151000.0,13000.0,0.0060437006
81,KRW-ETH,2023-02-24,2023-02-24T09:00:00,2161000.0,2173000.0,2101000.0,2142000.0,1677283199643,44275240785.93021,20676.0305149,2164000.0,-22000.0,-0.0101663586
82,KRW-ETH,2023-02-25,2023-02-25T09:00:00,2138000.0,2142000.0,2090000.0,2132000.0,1677369599013,22965885757.29468,10833.04554015,2142000.0,-10000.0,-0.0046685341
83,KRW-ETH,2023-02-26,2023-02-26T09:00:00,2132000.0,2184000.0,2113000.0,2178000.0,1677455997947,26116353592.49711,12162.92540296,2132000.0,46000.0,0.021575985
84,KRW-ETH,2023-02-27,2023-02-27T09:00:00,2178000.0,2210000.0,2150000.0,2174000.0,1677542396694,45049190282.63448,20636.19825638,2178000.0,-4000.0,-0.0018365473
85,KRW-ETH,2023-02-28,2023-02-28T09:00:00,2175000.0,2188000.0,2145000.0,2150000.0,1677628795612,32821483880.05073,15149.45803341,2174000.0,-24000.0,-0.0110395584
86,KRW-ETH,2023-03-01,2023-03-01T09:00:00,2153000.0,2200000.0,2135000.0,2194000.0,1677715195657,39110134338.09386,17948.88144113,2150000.0,44000.0,0.0204651163
87,KRW-ETH,2023-03-02,2023-03-02T09:00:00,2194000.0,2205000.0,2151000.0,2183000.0,1677801599315,37583631220.48354,17265.46065718,2194000.0,-11000.0,-0.0050136737
88,KRW-ETH,2023-03-03,2023-03-03T09:00:00,2182000.0,2187000.0,2061000.0,2084000.0,1677887996449,66313699267.23187,31622.52544171,2183000.0,-99000.0,-0.0453504352
89,KRW-ETH,2023-03-04,2023-03-04T09:00:00,2085000.0,2104000.0,2082000.0,2092000.0,1677974398494,20178260037.04875,9649.95960847,2084000.0,8000.0,0.0038387716
90,KRW-ETH,2023-03-05,2023-03-05T09:00:00,2091000.0,2110000.0,2072000.0,2092000.0,1678060794834,21611792331.45769,10317.26137593,2092000.0,,0.0
91,KRW-ETH,2023-03-06,2023-03-06T09:00:00,2092000.0,2105000.0,2066000.0,2080000.0,1678147194963,20922680213.06703,10036.33871283,2092000.0,-12000.0,-0.0057361377
92,KRW-ETH,2023-03-07,2023-03-07T09:00:00,2080000.0,2106000.0,2049000.0,2077000.0,1678233594359,37353879945.96744,17959.0162593,2080000.0,-3000.0,-0.0014423077
93,KRW-ETH,2023-03-08,2023-03-08T09:00:00,2077000.0,2089000.0,2045000.0,2050000.0,1678319998829,30247476516.23981,14602.47360275,2077000.0,-27000.0,-0.0129995185
94,KRW-ETH,2023-03-09,2023-03-09T09:00:00,2052000.0,2069000.0,1930000.0,1948000.0,1678406396808,52960939539.99355,26425.69235116,2050000.0,-102000.0,-0.0497560976
95,KRW-ETH,2023-03-10,2023-03-10T09:00:00,1948500.0,1949000.0,1870000.0,1936000.0,1678492798393,69975611209.01907,36619.65255686,1948000.0,-12000.0,-0.0061601643
96,KRW-ETH,2023-03-11,2023-03-11T09:00:00,1937000.0,1999500.0,1914500.0,1993500.0,1678579200002,65279230587.72679,33283.89089861,1936000.0,57500.0,0.0297004132
97,KRW-ETH,2023-03-12,2023-03-12T09:00:00,1992000.0,2109000.0,1947500.0,2098000.0,1678665598338,62961809265.79157,31187.49325864,1993500.0,104500.0,0.0524203662
98,KRW-ETH,2023-03-13,2023-03-13T09:00:00,2096000.0,2218000.0,2070000.0,2200000.0,1678751998970,121006386299.59698,56367.30900385,2098000.0,102000.0,0.0486177312
99,KRW-ETH,2023-03-14,2023-03-14T09:00:00,2200000.0,2319000.0,2169000.0,2235000.0,1678838396626,147408428781.20035,65616.34345179,2200000.0,35000.0,0.0159090909
100,KRW-ETH,2023-03-15,2023-03-15T09:00:00,2236000.0,2264000.0,2165000.0,2209000.0,1678924798774,80169344882.65965,36147.4991288,2235000.0,-26000.0,-0.0116331096
101,KRW-ETH,2023-03-16,2023-03-16T09:00:00,2209000.0,2250000.0,2185000.0,2230000.0,1679011196888,39270623765.94247,17760.27360209,2209000.0,21000.0,0.0095065641
102,KRW-ETH,2023-03-17,2023-03-17T09:00:00,2229000.0,2374000.0,2222000.0,2361000.0,1679097598108,101664427417.937,44140.65590116,2230000.0,131000.0,0.0587443946
103,KRW-ETH,2023-03-18,2023-03-18T09:00:00,2361000.0,2427000.0,2333000.0,2338000.0,1679183999642,82967752704.11871,34753.80351268,2361000.0,-23000.0,-0.0097416349
104,KRW-ETH,2023-03-19,2023-03-19T09:00:00,2336000.0,2429000.0,2335000.0,2371000.0,1679270400022,48560647209.89022,20426.02416302,2338000.0,33000.0,0.0141146279
105,KRW-ETH,2023-03-20,2023-03-20T09:00:00,2371000.0,2393000.0,2317000.0,2328000.0,1679356799671,59013981074.67851,25048.21222605,2371000.0,-43000.0,-0.0181358077
106,KRW-ETH,2023-03-21,2023-03-21T09:00:00,2328000.0,2436000.0,2295000.0,2385000.0,1679443199862,82502999454.80708,34771.89706446,2328000.0,57000.0,0.0244845361
107,KRW-ETH,2023-03-22,2023-03-22T09:00:00,2385000.0,2414000.0,2281000.0,2312000.0,1679529599120,76888832930.63383,32597.51391096,2385000.0,-73000.0,-0.0306079665
108,KRW-ETH,2023-03-23,2023-03-23T09:00:00,2312000.0,2427000.0,2280000.0,2390000.0,1679615999832,73711644114.229,31298.49369139,2312000.0,78000.0,0.0337370242
109,KRW-ETH,2023-03-24,2023-03-24T09:00:00,2392000.0,2403000.0,2322000.0,2344000.0,1679702398720,67702280973.9379,28578.75911508,2390000.0,-46000.0,-0.0192468619
110,KRW-ETH,2023-03-25,2023-03-25T09:00:00,2344000.0,2351000.0,2305000.0,2328000.0,1679788799046,23600892320.09089,10121.52559915,2344000.0,-16000.0,-0.0068259386
111,KRW-ETH,2023-03-26,2023-03-26T09:00:00,2332000.0,2388000.0,2323000.0,2354000.0,1679875199629,27745617185.11256,11780.23911254,2328000.0,26000.0,0.0111683849
112,KRW-ETH,2023-03-27,2023-03-27T09:00:00,2356000.0,2374000.0,2256000.0,2287000.0,1679961599408,49703487167.43179,21506.02939894,2354000.0,-67000.0,-0.028462192
113,KRW-ETH,2023-03-28,2023-03-28T09:00:00,2284000.0,2363000.0,2260000.0,2340000.0,1680047999666,47042685593.18155,20430.38688311,2287000.0,53000.0,0.0231744644
114,KRW-ETH,2023-03-29,2023-03-29T09:00:00,2340000.0,2408000.0,2340000.0,2369000.0,1680134399908,68691668158.30444,28879.9968053,2340000.0,29000.0,0.0123931624
115,KRW-ETH,2023-03-30,2023-03-30T09:00:00,2367000.0,2406000.0,2345000.0,2377000.0,1680220799910,59333928509.80594,24965.03109193,2369000.0,8000.0,0.0033769523
116,KRW-ETH,2023-03-31,2023-03-31T09:00:00,2377000.0,2436000.0,2361000.0,2402000.0,1680307199712,64625137256.40446,26968.73809818,2377000.0,25000.0,0.010517459
117,KRW-ETH,2023-04-01,2023-04-01T09:00:00,2402000.0,2426000.0,2398000.0,2406000.0,1680393596683,26162127320.52384,10847.76909492,2402000.0,4000.0,0.0016652789
118,KRW-ETH,2023-04-02,2023-04-02T09:00:00,2406000.0,2409000.0,2355000.0,2375000.0,1680479996773,30438759882.67649,12746.09523314,2406000.0,-31000.0,-0.0128844555
119,KRW-ETH,2023-04-03,2023-04-03T09:00:00,2378000.0,2424000.0,2352000.0,2395000.0,1680566399890,46471924007.31646,19475.72390999,2375000.0,20000.0,0.0084210526
120,KRW-ETH,2023-04-04,2023-04-04T09:00:00,2395000.0,2494000.0,2389000.0,2471000.0,1680652799894,70625488021.9313,28876.66058731,2395000.0,76000.0,0.0317327766
121,KRW-ETH,2023-04-05,2023-04-05T09:00:00,2471000.0,2550000.0,2461000.0,2516000.0,1680739199922,76179055041.33327,30301.7991432,2471000.0,45000.0,0.0182112505
122,KRW-ETH,2023-04-06,2023-04-06T09:00:00,2516000.0,2521000.0,2458000.0,2475000.0,1680825598144,51297914059.56018,20632.75137047,2516000.0,-41000.0,-0.0162957075
123,KRW-ETH,2023-04-07,2023-04-07T09:00:00,2477000.0,2494000.0,2446000.0,2471000.0,1680911995150,29726849191.16421,12034.72253608,2475000.0,-4000.0,-0.0016161616
124,KRW-ETH,2023-04-08,2023-04-08T09:00:00,2471000.0,2484000.0,2452000.0,2454000.0,1680998399968,17421845794.15153,7057.81692957,2471000.0,-17000.0,-0.0068798057
125,KRW-ETH,2023-04-09,2023-04-09T09:00:00,2454000.0,2472000.0,2421000.0,2450000.0,1681084796106,29645091939.03754,12129.28557316,2454000.0,-4000.0,-0.0016299919
126,KRW-ETH,2023-04-10,2023-04-10T09:00:00,2450000.0,2520000.0,2441000.0,2511000.0,1681171199704,43187011570.38303,17427.94384456,2450000.0,61000.0,0.0248979592
127,KRW-ETH,2023-04-11,2023-04-11T09:00:00,2509000.0,2545000.0,2495000.0,2505000.0,1681257595300,60594424095.18881,24009.28116064,2511000.0,-6000.0,-0.0023894863
128,KRW-ETH,2023-04-12,2023-04-12T09:00:00,2506000.0,2560000.0,2460000.0,2537000.0,1681343999370,79317591203.47995,31521.72874403,2505000.0,32000.0,0.0127744511
129,KRW-ETH,2023-04-13,2023-04-13T09:00:00,2537000.0,2656000.0,2516000.0,2641000.0,1681430398429,93298169131.13284,35824.11464467,2537000.0,104000.0,0.0409932992
130,KRW-ETH,2023-04-14,2023-04-14T09:00:00,2642000.0,2780000.0,2638000.0,2745000.0,1681516798541,124111752792.96515,45288.73775493,2641000.0,104000.0,0.0393790231
131,KRW-ETH,2023-04-15,2023-04-15T09:00:00,2745000.0,2773000.0,2720000.0,2750000.0,1681603199975,35222941960.91495,12806.38762872,2745000.0,5000.0,0.0018214936
132,KRW-ETH,2023-04-16,2023-04-16T09:00:00,2750000.0,2795000.0,2732000.0,2765000.0,1681689599225,34784410097.76524,12624.6706927,2750000.0,15000.0,0.0054545455
133,KRW-ETH,2023-04-17,2023-04-17T09:00:00,2765000.0,2769000.0,2706000.0,2727000.0,1681775994260,50641326841.5845,18527.94558241,2765000.0,-38000.0,-0.0137432188
134,KRW-ETH,2023-04-18,2023-04-18T09:00:00,2727000.0,2778000.0,2696000.0,2744000.0,1681862399264,47755134845.53757,17399.51990878,2727000.0,17000.0,0.0062339567
135,KRW-ETH,2023-04-19,2023-04-19T09:00:00,2744000.0,2749000.0,2560000.0,2576000.0,1681948797296,88029124521.5471,33266.47616791,2744000.0,-168000.0,-0.0612244898
136,KRW-ETH,2023-04-20,2023-04-20T09:00:00,2574000.0,2627000.0,2553000.0,2588000.0,1682035197925,67280203240.18701,26018.33757155,2576000.0,12000.0,0.0046583851
137,KRW-ETH,2023-04-21,2023-04-21T09:00:00,2588000.0,2601000.0,2440000.0,2464000.0,1682121596122,70878974591.22688,28112.65765096,2588000.0,-124000.0,-0.0479134467
138,KRW-ETH,2023-04-22,2023-04-22T09:00:00,2464000.0,2521000.0,2450000.0,2509000.0,1682207999579,35720612301.97765,14383.17251671,2464000.0,45000.0,0.018262987
139,KRW-ETH,2023-04-23,2023-04-23T09:00:00,2508000.0,2510000.0,2469000.0,2487000.0,1682294397943,21031639845.44736,8445.29357528,2509000.0,-22000.0,-0.0087684336
140,KRW-ETH,2023-04-24,2023-04-24T09:00:00,2487000.0,2515000.0,2425000.0,2460000.0,1682380796289,37787721818.31383,15285.39474523,2487000.0,-27000.0,-0.0108564536
141,KRW-ETH,2023-04-25,2023-04-25T09:00:00,2460000.0,2517000.0,2416000.0,2499000.0,1682467199474,39139847392.00564,15944.07589604,2460000.0,39000.0,0.0158536585
142,KRW-ETH,2023-04-26,2023-04-26T09:00:00,2498000.0,2610000.0,2406000.0,2498000.0,1682553597878,90946911111.21082,36057.5956763,2499000.0,-1000.0,-0.0004001601
143,KRW-ETH,2023-04-27,2023-04-27T09:00:00,2494000.0,2588000.0,2491000.0,2544000.0,1682639998093,53133682017.4248,20899.40978255,2498000.0,46000.0,0.0184147318
144,KRW-ETH,2023-04-28,2023-04-28T09:00:00,2544000.0,2563000.0,2511000.0,2523000.0,1682726399959,29664264024.45041,11671.39567975,2544000.0,-21000.0,-0.008254717
145,KRW-ETH,2023-04-29,2023-04-29T09:00:00,2524000.0,2554000.0,2515000.0,2541000.0,1682812796424,17648391394.15131,6967.72424274,2523000.0,18000.0,0.0071343639
146,KRW-ETH,2023-04-30,2023-04-30T09:00:00,2541000.0,2580000.0,2505000.0,2506000.0,1682899199979,29461177204.66259,11586.19455054,2541000.0,-35000.0,-0.0137741047
